"Name","ExtraId","Control Name","Registry Key","Registry Value","Registry Value Type","CSP Name","CSP Path","CSP Value Type","Default Value: Domain Controller","Default Value: Member Server","Default Value: Workgroup Member","Allowed Value","Expected Value: Domain Controller","Expected Value: Member Server","Expected Value: Workgroup Member","Severity","Availability","Category"
"EventLogChannelSystemLogRetention","CCE-36160-0","System: Control Event Log behavior when the log file reaches its maximum size","HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\System","Retention","REG_SZ",,,,"0","0","0","OneOf(Equals('0'), Equals('1'), Equals(null))","OneOf(Equals('0'), Equals(null))","OneOf(Equals('0'), Equals(null))","OneOf(Equals('0'), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"EventLogPercentageThresholdSecurityEventLogMaximumSizeReached","AZ-WIN-202212","MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning","HKLM:\SYSTEM\CurrentControlSet\Services\Eventlog\Security","WarningLevel","REG_DWORD",,,,"90","90","90","Range(50, 90)","Range(50, 90)","Range(50, 90)","Range(50, 90)","Informational","Domain Controller, Member Server, Workgroup Member","Registry"
"EventLogServiceControlEventLogBehavior","CCE-37775-4","Application: Control Event Log behavior when the log file reaches its maximum size","HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application","Retention","REG_SZ",,,,"0","0","0","OneOf(Equals('0'), Equals('1'), Equals(null))","OneOf(Equals('0'), Equals(null))","OneOf(Equals('0'), Equals(null))","OneOf(Equals('0'), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"EventLogServiceSpecifyMaximumFileSizeApplicationLog","CCE-37948-7","Application: Specify the maximum log file size (KB)","HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Application","MaxSize","REG_DWORD",,,,"32768","32768","32768","Range(64, 4194240 )","Range(32768, )","Range(32768, )","Range(32768, )","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"EventLogServiceSpecifyMaximumFileSizeSecurityLog","CCE-37695-4","Security: Specify the maximum log file size (KB)","HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\Security","MaxSize","REG_DWORD",,,,"196608","196608","196608","Range(64, 4194240 )","Range(196608, )","Range(196608, )","Range(196608, )","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"EventLogServiceSpecifyMaximumFileSizeSystemLog","CCE-36092-5","System: Specify the maximum log file size (KB)","HKLM:\SOFTWARE\Policies\Microsoft\Windows\EventLog\System","MaxSize","REG_DWORD",,,,"32768","32768","32768","Range(64, 4194240 )","Range(32768, )","Range(32768, )","Range(32768, )","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"ExperienceAllowWindowsConsumerFeatures","AZ-WIN-00144","Turn off Microsoft consumer experiences","HKLM:\SOFTWARE\Policies\Microsoft\Windows\CloudContent","DisableWindowsConsumerFeatures","REG_DWORD","./Vendor/MSFT/Policy","Config/Experience/AllowWindowsConsumerFeatures","Integer","1","1","1","Range(0, 1)","OneOf(Equals(1), Equals(null))","OneOf(Equals(1), Equals(null))","OneOf(Equals(1), Equals(null))","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"ExperienceDisableConsumerAccountStateContent","AZ-WIN-202217","Turn off cloud consumer account state content","HKLM:\SOFTWARE\Policies\Microsoft\Windows\CloudContent","DisableConsumerAccountStateContent","REG_DWORD","./Vendor/MSFT/Policy","Config/Experience/DisableConsumerAccountStateContent","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"ExperienceDoNotShowFeedbackNotifications","AZ-WIN-00140","Do not show feedback notifications","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DataCollection","DoNotShowFeedbackNotifications","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"FileExplorerTurnOffHeapTerminationOnCorruption","CCE-36660-9","Turn off heap termination on corruption","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer","NoHeapTerminationOnCorruption","REG_DWORD",,,,"0","0","0","Range(0, 1)","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallDomainProfileApplyLocalConnectionSecurityRules","CCE-38040-2","Windows Firewall: Domain: Settings: Apply local connection security rules","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile","AllowLocalIPsecPolicyMerge","REG_DWORD",,,,"1","1",,"Range(0, 1)","Equals(1)","Equals(1)",,"Critical","Domain Controller, Member Server","Registry"
"FirewallDomainProfileApplyLocalFirewallRules","CCE-37860-4","Windows Firewall: Domain: Settings: Apply local firewall rules","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile","AllowLocalPolicyMerge","REG_DWORD",,,,"1","1",,"Range(0, 1)","OneOf(Equals(1), Equals(null))","OneOf(Equals(1), Equals(null))",,"Critical","Domain Controller, Member Server","Registry"
"FirewallDomainProfileDisplayNotification","CCE-38041-0","Windows Firewall: Domain: Settings: Display a notification","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile","DisableNotifications","REG_DWORD",,,,"1","1",,"Range(0, 1)","Equals(1)","Equals(1)",,"Warning","Domain Controller, Member Server","Registry"
"FirewallDomainProfileInboundConnection","AZ-WIN-202252","Windows Firewall: Domain: Inbound connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile","DefaultInboundAction","REG_DWORD",,,,"1","1",,"Range(0, 1)","Equals(1)","Equals(1)",,"Critical","Domain Controller, Member Server","Registry"
"FirewallDomainProfileLogDroppedPackets","AZ-WIN-202226","Windows Firewall: Domain: Logging: Log dropped packets","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging","LogDroppedPackets","REG_DWORD",,,,"1","1",,"Range(0, 1)","Equals(1)","Equals(1)",,"Informational","Domain Controller, Member Server","Registry"
"FirewallDomainProfileLogFileMaxSize","AZ-WIN-202225","Windows Firewall: Domain: Logging: Size limit (KB)","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging","LogFileSize","REG_DWORD",,,,"16384","16384",,"Range(16384, )","Range(16384, )","Range(16384, )",,"Warning","Domain Controller, Member Server","Registry"
"FirewallDomainProfileLogFileName","AZ-WIN-202224","Windows Firewall: Domain: Logging: Name","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging","LogFilePath","REG_SZ",,,,"%SystemRoot%\System32\logfiles\firewall\domainfw.log","%SystemRoot%\System32\logfiles\firewall\domainfw.log",,,"Contains('.log')","Contains('.log')",,"Informational","Domain Controller, Member Server","Registry"
"FirewallDomainProfileLogSuccessfulConnections","AZ-WIN-202227","Windows Firewall: Domain: Logging: Log successful connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile\Logging","LogSuccessfulConnections","REG_DWORD",,,,"1","1",,"Range(0, 1)","Equals(1)","Equals(1)",,"Warning","Domain Controller, Member Server","Registry"
"FirewallDomainProfileOutboundConnection","CCE-36146-9","Windows Firewall: Domain: Outbound connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile","DefaultOutboundAction","REG_DWORD",,,,"0","0",,"Range(0, 1)","Equals(0)","Equals(0)",,"Critical","Domain Controller, Member Server","Registry"
"FirewallDomainProfileState","CCE-36062-8","Windows Firewall: Domain: Firewall state","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile","EnableFirewall","REG_DWORD",,,,"1","1",,"Range(0, 1)","Equals(1)","Equals(1)",,"Critical","Domain Controller, Member Server","Registry"
"FirewallDomainProfileUnicastResponse","AZ-WIN-00088","Windows Firewall: Domain: Allow unicast response","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile","DisableUnicastResponsesToMulticastBroadcast","REG_DWORD",,,,"0","0",,"Range(0, 1)","Equals(0)","Equals(0)",,"Warning","Domain Controller, Member Server","Registry"
"FirewallPrivateProfileApplyLocalConnectionSecurityRules","CCE-36063-6","Windows Firewall: Private: Settings: Apply local connection security rules","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile","AllowLocalIPsecPolicyMerge","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPrivateProfileApplyLocalFirewallRules","CCE-37438-9","Windows Firewall: Private: Settings: Apply local firewall rules","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile","AllowLocalPolicyMerge","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPrivateProfileDisplayNotification","CCE-37621-0","Windows Firewall: Private: Settings: Display a notification","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile","DisableNotifications","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPrivateProfileInboundConnection","AZ-WIN-202228","Windows Firewall: Private: Inbound connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile","DefaultInboundAction","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPrivateProfileLogDroppedPackets","AZ-WIN-202231","Windows Firewall: Private: Logging: Log dropped packets","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging","LogDroppedPackets","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Informational","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPrivateProfileLogFileMaxSize","AZ-WIN-202230","Windows Firewall: Private: Logging: Size limit (KB)","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging","LogFileSize","REG_DWORD",,,,"16384","16384","16384","Range(16384, )","Range(16384, )","Range(16384, )","Range(16384, )","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPrivateProfileLogFileName","AZ-WIN-202229","Windows Firewall: Private: Logging: Name","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging","LogFilePath","REG_SZ",,,,"%SystemRoot%\System32\logfiles\firewall\privatefw.log","%SystemRoot%\System32\logfiles\firewall\privatefw.log","%SystemRoot%\System32\logfiles\firewall\privatefw.log",,"Contains('.log')","Contains('.log')","Contains('.log')","Informational","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPrivateProfileLogSuccessfulConnections","AZ-WIN-202232","Windows Firewall: Private: Logging: Log successful connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging","LogSuccessfulConnections","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPrivateProfileOutboundConnection","CCE-38332-3","Windows Firewall: Private: Outbound connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile","DefaultOutboundAction","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPrivateProfileState","CCE-38239-0","Windows Firewall: Private: Firewall state","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile","EnableFirewall","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPrivateProfileUnicastResponse","AZ-WIN-00089","Windows Firewall: Private: Allow unicast response","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile","DisableUnicastResponsesToMulticastBroadcast","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPublicProfileApplyLocalConnectionSecurityRules","CCE-36268-1","Windows Firewall: Public: Settings: Apply local connection security rules","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","AllowLocalIPsecPolicyMerge","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPublicProfileApplyLocalFirewallRules","CCE-37861-2","Windows Firewall: Public: Settings: Apply local firewall rules","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","AllowLocalPolicyMerge","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPublicProfileDisplayNotification","CCE-38043-6","Windows Firewall: Public: Settings: Display a notification","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","DisableNotifications","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPublicProfileInboundConnection","AZ-WIN-202234","Windows Firewall: Public: Inbound connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","DefaultInboundAction","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPublicProfileLogDroppedPackets","AZ-WIN-202237","Windows Firewall: Public: Logging: Log dropped packets","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging","LogDroppedPackets","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Informational","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPublicProfileLogFileMaxSize","AZ-WIN-202236","Windows Firewall: Public: Logging: Size limit (KB)","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging","LogFileSize","REG_DWORD",,,,"16384","16384","16384","Range(16384, )","Range(16384, )","Range(16384, )","Range(16384, )","Informational","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPublicProfileLogFileName","AZ-WIN-202235","Windows Firewall: Public: Logging: Name","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging","LogFilePath","REG_SZ",,,,"%SystemRoot%\System32\logfiles\firewall\publicfw.log","%SystemRoot%\System32\logfiles\firewall\publicfw.log","%SystemRoot%\System32\logfiles\firewall\publicfw.log",,"Contains('.log')","Contains('.log')","Contains('.log')","Informational","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPublicProfileLogSuccessfulConnections","AZ-WIN-202233","Windows Firewall: Public: Logging: Log successful connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging","LogSuccessfulConnections","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPublicProfileOutboundConnection","CCE-37434-8","Windows Firewall: Public: Outbound connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","DefaultOutboundAction","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPublicProfileState","CCE-37862-0","Windows Firewall: Public: Firewall state","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","EnableFirewall","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"FirewallPublicProfileUnicastResponse","AZ-WIN-00090","Windows Firewall: Public: Allow unicast response","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","DisableUnicastResponsesToMulticastBroadcast","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"ForceAuditPolicySubcategorySettingsToOverrideAuditPolicyCategorySettings","CCE-37850-5","Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","SCENoApplyLegacyAuditPolicy","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/Audit_ForceAuditPolicySubcategorySettingsToOverrideAuditPolicyCategorySettings","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"GroupPolicyDisableBackgroundPolicy","CCE-14437-8","Turn off background refresh of Group Policy","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","DisableBkGndGroupPolicy","REG_DWORD",,,,"0","0",,"Range(0, 1)","Equals(0)","Equals(0)",,"Warning","Domain Controller, Member Server","Registry"
"GroupPolicyEnableCDP","AZ-WIN-00170","Continue experiences on this device","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System","EnableCdp","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"GroupPolicyNoBackgroundPolicy","CCE-36169-1","Configure registry policy processing: Do not apply during periodic background processing","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2}","NoBackgroundPolicy","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"GroupPolicyNoGPOListChanges","CCE-36169-1a","Configure registry policy processing: Process even if the Group Policy objects have not changed","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2}","NoGPOListChanges","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"ICMNC_ExitOnISP","CCE-37163-3","Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Internet Connection Wizard","ExitOnMSICW","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"ImpersonateClient","AZ-WIN-73785","Impersonate a client after authentication",,,,"./Vendor/MSFT/Policy","Config/UserRights/ImpersonateClient","String","*S-1-5-32-544,*S-1-5-6,*S-1-5-19,*S-1-5-20","*S-1-5-32-544,*S-1-5-6,*S-1-5-19,*S-1-5-20","*S-1-5-32-544,*S-1-5-6,*S-1-5-19,*S-1-5-20",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-6', '*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-6', '*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-6', '*S-1-5-19', '*S-1-5-20')","Important","Domain Controller, Member Server, Workgroup Member","Security Policy"
"IPSourceRoutingProtectionLevel","AZ-WIN-202244","MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing)","HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters","DisableIPSourceRouting","REG_DWORD",,,,"2","2","2","Range(0, 2)","Equals(2)","Equals(2)","Equals(2)","Informational","Domain Controller, Member Server, Workgroup Member","Registry"
"IPv6SourceRoutingProtectionLevel","AZ-WIN-202213","MSS: (DisableIPSourceRouting IPv6) IP source routing protection level (protects against packet spoofing)","HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip6\Parameters","DisableIPSourceRouting","REG_DWORD",,,,"2","2","2","Range(0, 2)","Equals(2)","Equals(2)","Equals(2)","Informational","Domain Controller, Member Server, Workgroup Member","Registry"
"KDCHashAlgorithms",,"Configure hash algorithms for certificate logon (KDC)","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","PKINITHashAlgorithmConfigurationEnabled","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry"
"KDCHashAlgorithmsSHA1",,"Configure hash algorithms for certificate logon (KDC) - SHA1","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","PKINITSHA1","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry"
"KDCHashAlgorithmsSHA256",,"Configure hash algorithms for certificate logon (KDC) - SHA256","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","PKINITSHA256","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry"
"KDCHashAlgorithmsSHA384",,"Configure hash algorithms for certificate logon (KDC) - SHA384","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","PKINITSHA384","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry"
"KDCHashAlgorithmsSHA512",,"Configure hash algorithms for certificate logon (KDC) - SHA512","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","PKINITSHA512","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry"
"KerberosHashAlgorithms",,"Configure hash algorithms for certificate logon (Kerberos)","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","PKINITHashAlgorithmConfigurationEnabled","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry"
"KerberosHashAlgorithmsSHA1",,"Configure hash algorithms for certificate logon (Kerberos) - SHA1","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","PKINITSHA1","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry"
"KerberosHashAlgorithmsSHA256",,"Configure hash algorithms for certificate logon (Kerberos) - SHA256","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","PKINITSHA256","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry"
"KerberosHashAlgorithmsSHA384",,"Configure hash algorithms for certificate logon (Kerberos) - SHA384","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","PKINITSHA384","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry"
"KerberosHashAlgorithmsSHA512",,"Configure hash algorithms for certificate logon (Kerberos) - SHA512","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters","PKINITSHA512","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry"
"LANManagerAuthenticationLevel","CCE-36173-3","Network security: LAN Manager authentication level","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","LmCompatibilityLevel","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkSecurity_LANManagerAuthenticationLevel","Integer","5","5","5","Range(0, 5)","Equals(5)","Equals(5)","Equals(5)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"LanmanWorkstationEnableInsecureGuestLogons","AZ-WIN-00171","Enable insecure guest logons","HKLM:\SOFTWARE\Policies\Microsoft\Windows\LanmanWorkstation","AllowInsecureGuestAuth","REG_DWORD","./Vendor/MSFT/Policy","Config/LanmanWorkstation/EnableInsecureGuestLogons","Integer","0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"LDAPClientSigningRequirements","CCE-36858-9","Network security: LDAP client signing requirements","HKLM:\SYSTEM\CurrentControlSet\Services\LDAP","LDAPClientIntegrity","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkSecurity_LDAPClientSigningRequirements","Integer","1","1","1","Range(0, 2)","Range(1, 2)","Range(1, 2)","Range(1, 2)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"LDAPServerChannelBindingTokenRequirements",,"Domain controller: LDAP server channel binding token requirements","HKLM:\SYSTEM\CurrentControlSet\Services\NTDS\Parameters","LdapEnforceChannelBinding","REG_DWORD",,,,"2",,,"Range(0, 2)","Equals(2)",,,"Critical","Domain Controller","Registry"
"LDAPServerLDAPServerIntegritySigningRequirementsEnforcement",,"Domain controller: LDAP server signing requirements enforcement","HKLM:\SYSTEM\CurrentControlSet\Services\NTDS\Parameters","LDAPServerEnforceIntegrity","REG_DWORD",,,,"1",,,"Range(0, 1)","Equals(1)",,,"Critical","Domain Controller","Registry"
"LetEveryonePermissionsApplyToAnonymousUsers","CCE-36148-5","Network access: Let Everyone permissions apply to anonymous users","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","EveryoneIncludesAnonymous","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkAccess_LetEveryonePermissionsApplyToAnonymousUsers","Integer","0","0","0","Range(0, 1)","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"LimitLocalAccountUseOfBlankPasswordsToConsoleLogonOnly","CCE-37615-2","Accounts: Limit local account use of blank passwords to console logon only","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","LimitBlankPasswordUse","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/Accounts_LimitLocalAccountUseOfBlankPasswordsToConsoleLogonOnly","Integer","1","1","1","Range(0, 1)","OneOf(Equals(1), Equals(null))","OneOf(Equals(1), Equals(null))","OneOf(Equals(1), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"LogonBlockUserFromShowingAccountDetailsOnSignin","AZ-WIN-00138","Block user from showing account details on sign-in","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System","BlockUserFromShowingAccountDetailsOnSignin","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"LogonDontEnumerateConnectedUsers","AZ-WIN-202216","Do not enumerate connected users on domain-joined computers","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System","DontEnumerateConnectedUsers","REG_DWORD",,,,"1","1",,"Range(0, 1)","Equals(1)","Equals(1)",,"Warning","Domain Controller, Member Server","Registry"
