"Name","ExtraId","Control Name","Registry Key","Registry Value","Registry Value Type","CSP Name","CSP Path","CSP Value Type","Default Value: Domain Controller","Default Value: Member Server","Default Value: Workgroup Member","Allowed Value","Expected Value: Domain Controller","Expected Value: Member Server","Expected Value: Workgroup Member","Severity","Availability","Category","Description","CIS RuleID","CIS Control","STIG ID","NIST SP 800-53 Rev 5","Security Impact","Change Risk Level"
"FirewallPrivateProfileLogFileMaxSize","AZ-WIN-202230","Windows Firewall: Private: Logging: Size limit (KB)","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging","LogFileSize","REG_DWORD",,,,"16384","16384","16384","Range(16384, )","Range(16384, )","Range(16384, )","Range(16384, )","Warning","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Private: Logging: Size limit (KB)' to enforce network security boundaries.","9.2.5","4.5 (IG1, IG2, IG3)","NA","SC-7","Configures the firewall log size for the Private profile (baseline value: 16384). Ensures sufficient retained log data for investigation.","Low - Log configuration only; no service impact."
"FirewallPrivateProfileLogFileName","AZ-WIN-202229","Windows Firewall: Private: Logging: Name","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging","LogFilePath","REG_SZ",,,,"%SystemRoot%\System32\logfiles\firewall\privatefw.log","%SystemRoot%\System32\logfiles\firewall\privatefw.log","%SystemRoot%\System32\logfiles\firewall\privatefw.log","AllOf(Pattern('\.log$'))","AllOf(Pattern('\.log$'))","AllOf(Pattern('\.log$'))","AllOf(Pattern('\.log$'))","Informational","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Private: Logging: Name' to enforce network security boundaries.","9.2.4","4.5 (IG1, IG2, IG3)","NA","SC-7","Configures the firewall log file location for the Private profile (baseline value: %SystemRoot%\System32\logfiles\firewall\privatefw.log). Ensures sufficient retained log data for investigation.","Low - Log configuration only; no service impact."
"FirewallPrivateProfileOutboundConnection","CCE-38332-3","Windows Firewall: Private: Outbound connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile","DefaultOutboundAction","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Private: Outbound connections' to enforce network security boundaries.","9.2.2","4.5 (IG1, IG2, IG3)","NA","SC-7","Sets the default outbound action to Allow for the Private profile (the baseline does not default-block outbound). Establishes a known, explicit outbound posture for the profile.","Low - Allow is the standard outbound default; minimal compatibility impact."
"FirewallPrivateProfileState","CCE-38239-0","Windows Firewall: Private: Firewall state","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile","EnableFirewall","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Private: Firewall state' to enforce network security boundaries.","9.2.1","4.5 (IG1, IG2, IG3)","NA","SC-7","Turns the Windows Defender Firewall ON for the Private profile. If left off, the host accepts unsolicited inbound traffic on that network type, removing the first network-layer barrier in front of listening services.","Low - Firewall is on by default; low compatibility impact unless host relies on unfiltered inbound traffic."
"FirewallPrivateProfileUnicastResponse","AZ-WIN-00089","Windows Firewall: Private: Allow unicast response","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile","DisableUnicastResponsesToMulticastBroadcast","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Warning","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Private: Allow unicast response' to enforce network security boundaries.","9.2.1","4.5 (IG1, IG2, IG3)","NA","AC-2, AC-6, SC-7","Controls whether the host accepts unicast responses to its multicast/broadcast traffic on the Private profile, limiting unsolicited response-based probing of the host.","Low - Rarely affects standard workloads; validate multicast-dependent apps."
"FirewallPublicProfileApplyLocalFirewallRules","CCE-37861-2","Windows Firewall: Public: Settings: Apply local firewall rules","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","AllowLocalPolicyMerge","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Public: Settings: Apply local firewall rules' to enforce network security boundaries.","9.3.4","4.5 (IG1, IG2, IG3)","NA","SC-7","Controls whether locally defined firewall rules merge with Group Policy rules for the Public profile. The baseline keeps local merge enabled, preserving administrator-authored rules alongside policy.","Low - Preserves existing local rules; minimal compatibility impact."
"FirewallPublicProfileDisplayNotification","CCE-38043-6","Windows Firewall: Public: Settings: Display a notification","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","DisableNotifications","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Public: Settings: Display a notification' to enforce network security boundaries.","9.3.3","4.5 (IG1, IG2, IG3)","NA","SC-7","Controls user notification when the firewall blocks an inbound program for the Public profile. A reduced-notification posture limits prompts that could train users to allow blocked apps.","Low - Cosmetic notification behavior; no service impact."
"FirewallPublicProfileInboundConnection","AZ-WIN-202234","Windows Firewall: Public: Inbound connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","DefaultInboundAction","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Public: Inbound connections' to enforce network security boundaries.","9.3.2","4.5 (IG1, IG2, IG3)","NA","SC-7","Sets the default inbound action to Block for the Public profile, so traffic with no explicit allow rule is dropped. Without it, unmatched inbound connections are permitted, widening the remotely reachable attack surface.","Medium - Default-block can break inbound services lacking an explicit allow rule; validate required ports first."
"FirewallPublicProfileLogDroppedPackets","AZ-WIN-202237","Windows Firewall: Public: Logging: Log dropped packets","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging","LogDroppedPackets","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Informational","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Public: Logging: Log dropped packets' to enforce network security boundaries.","9.3.8","4.5 (IG1, IG2, IG3)","NA","SC-7","Enables firewall logging of dropped connections for the Public profile, supporting later detection and incident investigation of network activity. Disabled, this forensic record is unavailable.","Low - Logging only; negligible performance or compatibility impact."
"FirewallPublicProfileLogFileMaxSize","AZ-WIN-202236","Windows Firewall: Public: Logging: Size limit (KB)","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging","LogFileSize","REG_DWORD",,,,"16384","16384","16384","Range(16384, )","Range(16384, )","Range(16384, )","Range(16384, )","Informational","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Public: Logging: Size limit (KB)' to enforce network security boundaries.","9.3.7","4.5 (IG1, IG2, IG3)","NA","SC-7","Configures the firewall log size for the Public profile (baseline value: 16384). Ensures sufficient retained log data for investigation.","Low - Log configuration only; no service impact."
"FirewallPublicProfileLogFileName","AZ-WIN-202235","Windows Firewall: Public: Logging: Name","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging","LogFilePath","REG_SZ",,,,"%SystemRoot%\System32\logfiles\firewall\publicfw.log","%SystemRoot%\System32\logfiles\firewall\publicfw.log","%SystemRoot%\System32\logfiles\firewall\publicfw.log","AllOf(Pattern('\.log$'))","AllOf(Pattern('\.log$'))","AllOf(Pattern('\.log$'))","AllOf(Pattern('\.log$'))","Informational","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Public: Logging: Name' to enforce network security boundaries.","9.3.6","4.5 (IG1, IG2, IG3)","NA","SC-7","Configures the firewall log file location for the Public profile (baseline value: %SystemRoot%\System32\logfiles\firewall\publicfw.log). Ensures sufficient retained log data for investigation.","Low - Log configuration only; no service impact."
"FirewallPublicProfileLogSuccessfulConnections","AZ-WIN-202233","Windows Firewall: Public: Logging: Log successful connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile\Logging","LogSuccessfulConnections","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Public: Logging: Log successful connections' to enforce network security boundaries.","9.3.9","4.5 (IG1, IG2, IG3)","NA","SC-7","Enables firewall logging of successful connections for the Public profile, supporting later detection and incident investigation of network activity. Disabled, this forensic record is unavailable.","Low - Logging only; negligible performance or compatibility impact."
"FirewallPublicProfileOutboundConnection","CCE-37434-8","Windows Firewall: Public: Outbound connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","DefaultOutboundAction","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Public: Outbound connections' to enforce network security boundaries.","9.3.2","4.5 (IG1, IG2, IG3)","NA","SC-7","Sets the default outbound action to Allow for the Public profile (the baseline does not default-block outbound). Establishes a known, explicit outbound posture for the profile.","Low - Allow is the standard outbound default; minimal compatibility impact."
"FirewallPublicProfileState","CCE-37862-0","Windows Firewall: Public: Firewall state","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","EnableFirewall","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Public: Firewall state' to enforce network security boundaries.","9.3.1","4.5 (IG1, IG2, IG3)","NA","SC-7","Turns the Windows Defender Firewall ON for the Public profile. If left off, the host accepts unsolicited inbound traffic on that network type, removing the first network-layer barrier in front of listening services.","Low - Firewall is on by default; low compatibility impact unless host relies on unfiltered inbound traffic."
"FirewallPublicProfileUnicastResponse","AZ-WIN-00090","Windows Firewall: Public: Allow unicast response","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","DisableUnicastResponsesToMulticastBroadcast","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Public: Allow unicast response' to enforce network security boundaries.","9.3.1","4.5 (IG1, IG2, IG3)","NA","AC-2, AC-6, SC-7","Controls whether the host accepts unicast responses to its multicast/broadcast traffic on the Public profile, limiting unsolicited response-based probing of the host.","Low - Rarely affects standard workloads; validate multicast-dependent apps."
"ForceAuditSubcategoryOverride","CCE-37850-5","Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","SCENoApplyLegacyAuditPolicy","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/Audit_ForceAuditPolicySubcategorySettingsToOverrideAuditPolicyCategorySettings","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options","Configures 'Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings' per security baseline requirements to enforce organizational security policy.","2.3.2.1","8.5 (IG2, IG3)","WN25-SO-000050","AU-12","Forces advanced audit subcategory policy to take precedence over legacy category policy, ensuring granular audit settings actually apply.","Low - Required for advanced audit policy; minimal impact."
"ForceLogoffWhenHoursExpire",,"Network security: Force logoff when logon hours expire",,,,"./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkSecurity_ForceLogoffWhenLogonHoursExpire","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Network security: Force logoff when logon hours expire' per security baseline requirements to enforce organizational security policy.","2.3.11.5","Not Mapped","NA","AC-7, AU-12","Forces logoff when logon hours expire, enforcing time-of-day access restrictions at the session level.","Low - Affects users with logon-hour limits; otherwise minimal."
"FWDomainLocalConnSecRules","CCE-38040-2","Windows Firewall: Domain: Settings: Apply local connection security rules","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile","AllowLocalIPsecPolicyMerge","REG_DWORD",,,,"1","1",,"Range(0, 1)","Equals(1)","Equals(1)",,"Critical","Domain Controller, Member Server","Registry","Configures Windows Defender Firewall 'Windows Firewall: Domain: Settings: Apply local connection security rules' to enforce network security boundaries.","9.3.5","4.5 (IG1, IG2, IG3)","NA","SC-7","Controls whether local IPsec/connection-security rules merge with Group Policy for the Domain profile. The baseline keeps local merge enabled.","Low - Preserves local connection-security rules; minimal compatibility impact."
"FWPrivateLocalConnSecRules","CCE-36063-6","Windows Firewall: Private: Settings: Apply local connection security rules","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile","AllowLocalIPsecPolicyMerge","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Private: Settings: Apply local connection security rules' to enforce network security boundaries.","9.3.5","4.5 (IG1, IG2, IG3)","NA","SC-7","Controls whether local IPsec/connection-security rules merge with Group Policy for the Private profile. The baseline keeps local merge enabled.","Low - Preserves local connection-security rules; minimal compatibility impact."
"FWPrivateLogSuccessConn","AZ-WIN-202232","Windows Firewall: Private: Logging: Log successful connections","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile\Logging","LogSuccessfulConnections","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Private: Logging: Log successful connections' to enforce network security boundaries.","9.2.7","4.5 (IG1, IG2, IG3)","NA","SC-7","Enables firewall logging of successful connections for the Private profile, supporting later detection and incident investigation of network activity. Disabled, this forensic record is unavailable.","Low - Logging only; negligible performance or compatibility impact."
"FWPublicLocalConnSecRules","CCE-36268-1","Windows Firewall: Public: Settings: Apply local connection security rules","HKLM:\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile","AllowLocalIPsecPolicyMerge","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures Windows Defender Firewall 'Windows Firewall: Public: Settings: Apply local connection security rules' to enforce network security boundaries.","9.3.5","4.5 (IG1, IG2, IG3)","NA","SC-7","Controls whether local IPsec/connection-security rules merge with Group Policy for the Public profile. The baseline keeps local merge enabled.","Low - Preserves local connection-security rules; minimal compatibility impact."
"GroupPolicyDisableBackgroundPolicy","CCE-14437-8","Turn off background refresh of Group Policy","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","DisableBkGndGroupPolicy","REG_DWORD",,,,"0","0",,"Range(0, 1)","Equals(0)","Equals(0)",,"Warning","Domain Controller, Member Server","Registry","Configures 'Turn off background refresh of Group Policy' per security baseline requirements to enforce organizational security policy.","18.9.19.5","4.1 (IG1, IG2, IG3)","NA","CM-2, CM-6","Group Policy processing control 'Turn off background refresh of Group Policy'. Ensures security-relevant policy is reapplied reliably (including unchanged GPOs) so drift or local tampering is corrected at refresh.","Low - Standard GP processing behavior; minimal impact."
"GroupPolicyEnableCDP","AZ-WIN-00170","Continue experiences on this device","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System","EnableCdp","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Warning","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Continue experiences on this device' per security baseline requirements to enforce organizational security policy.","18.9.19.4","4.8 (IG2, IG3)","NA","CM-6","Disables the Connected Devices Platform 'Continue experiences / Shared Experiences' feature (EnableCdp set to 0), so the device neither advertises nor accepts cross-device activity handoff and nearby sharing. This reduces device-discovery broadcasts and the cross-device app-handoff surface.","Low - Disables cross-device handoff and Nearby Sharing; affects only consumer continuity features, no server functional impact."
"GroupPolicyRegCSENoBackgroundPolicy","CCE-36169-1","Configure registry policy processing: Do not apply during periodic background processing","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2}","NoBackgroundPolicy","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Configure registry policy processing: Do not apply during periodic background processing' per security baseline requirements to enforce organizational security policy.","9.1.3","4.5 (IG1, IG2, IG3)","NA","CM-6","Group Policy processing control 'Configure registry policy processing: Do not apply during periodic background processing'. Ensures security-relevant policy is reapplied reliably (including unchanged GPOs) so drift or local tampering is corrected at refresh.","Low - Standard GP processing behavior; minimal impact."
"GroupPolicyRegCSENoGPOListChanges","CCE-36169-1a","Configure registry policy processing: Process even if the Group Policy objects have not changed","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2}","NoGPOListChanges","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Configure registry policy processing: Process even if the Group Policy objects have not changed' per security baseline requirements to enforce organizational security policy.","9.1.3","4.5 (IG1, IG2, IG3)","WN25-CC-000140","CM-6","Group Policy processing control 'Configure registry policy processing: Process even if the Group Policy objects have not changed'. Ensures security-relevant policy is reapplied reliably (including unchanged GPOs) so drift or local tampering is corrected at refresh.","Low - Standard GP processing behavior; minimal impact."
"GroupPolicySecCSENoBackgroundPolicy","TBD","Configure security policy processing: Do not apply during periodic background processing","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Group Policy\{827D319E-6EAC-11D2-A4EA-00C04F79F83A}","NoBackgroundPolicy","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Ensures security policy CSE processes during background refresh, maintaining continuous compliance enforcement.","18.9.19.2","4.1 (IG1, IG2, IG3)","NA","CM-6, CM-2","Group Policy processing control 'Configure security policy processing: Do not apply during periodic background processing'. Ensures security-relevant policy is reapplied reliably (including unchanged GPOs) so drift or local tampering is corrected at refresh.","Low - Standard GP processing behavior; minimal impact."
"GroupPolicySecCSENoGPOListChanges","TBD","Configure security policy processing: Process even if the Group Policy objects have not changed","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Group Policy\{827D319E-6EAC-11D2-A4EA-00C04F79F83A}","NoGPOListChanges","REG_DWORD",,,,"0","0","0","Range(0, 1)","Equals(0)","Equals(0)","Equals(0)","Critical","Domain Controller, Member Server, Workgroup Member","Registry","Forces security policy reprocessing even when GPOs haven't changed, ensuring consistent enforcement.","18.9.19.2","4.1 (IG1, IG2, IG3)","WN25-CC-000140","CM-6","Group Policy processing control 'Configure security policy processing: Process even if the Group Policy objects have not changed'. Ensures security-relevant policy is reapplied reliably (including unchanged GPOs) so drift or local tampering is corrected at refresh.","Low - Standard GP processing behavior; minimal impact."
"IgnoreNetBIOSReleaseExceptWINS","AZ-WIN-202214","MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers","HKLM:\SYSTEM\CurrentControlSet\Services\NetBT\Parameters","NoNameReleaseOnDemand","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Informational","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers' per security baseline requirements to enforce organizational security policy.","18.5.6","Not Mapped","WN25-CC-000060","SC-5","Legacy MSS network/kernel hardening '(NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers'. Tightens older TCP/IP and DLL-search behaviors (source routing, NetBIOS name release, DLL search order) to the recommended safer values.","Low - Long-standing hardening values; minimal modern compatibility impact."
"ImpersonateClient","AZ-WIN-73785","Impersonate a client after authentication",,,,"./Vendor/MSFT/Policy","Config/UserRights/ImpersonateClient","String","*S-1-5-32-544,*S-1-5-6,*S-1-5-19,*S-1-5-20,*S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229","*S-1-5-32-544,*S-1-5-6,*S-1-5-19,*S-1-5-20,*S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229","*S-1-5-32-544,*S-1-5-6,*S-1-5-19,*S-1-5-20,*S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229","OneOf(Equals(''), AllOf(Pattern('^(\*S-1-[\d\-]+)(,\*S-1-[\d\-]+)*$')))","ContainsAtMost('*S-1-5-32-544', '*S-1-5-6', '*S-1-5-19', '*S-1-5-20','*S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-6', '*S-1-5-19', '*S-1-5-20','*S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-6', '*S-1-5-19', '*S-1-5-20','*S-1-5-99-216390572-1995538116-3857911515-2404958512-2623887229')","Important","Domain Controller, Member Server, Workgroup Member","Security Policy","Configures 'Impersonate a client after authentication' per security baseline requirements to enforce organizational security policy.","2.2.31","6.8 (IG3)","WN25-UR-000130","AC-6(10)","User-rights assignment 'Impersonate a client after authentication'. Restricting this privilege to the intended principals limits which accounts can perform this sensitive operation, keeping high-impact rights scoped to administrators.","Medium - Tightening rights can break service or admin accounts that depend on the privilege; validate assignments."
"IPSourceRoutingProtectionLevel","AZ-WIN-202244","MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing)","HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters","DisableIPSourceRouting","REG_DWORD",,,,"2","2","2","Range(0, 2)","Equals(2)","Equals(2)","Equals(2)","Informational","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing)' per security baseline requirements to enforce organizational security policy.","18.5.3","Not Mapped","WN25-CC-000030","CM-6","Legacy MSS network/kernel hardening '(DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing)'. Tightens older TCP/IP and DLL-search behaviors (source routing, NetBIOS name release, DLL search order) to the recommended safer values.","Low - Long-standing hardening values; minimal modern compatibility impact."
"IPv6SourceRoutingProtectionLevel","AZ-WIN-202213","MSS: (DisableIPSourceRouting IPv6) IP source routing protection level (protects against packet spoofing)","HKLM:\SYSTEM\CurrentControlSet\Services\Tcpip6\Parameters","DisableIPSourceRouting","REG_DWORD",,,,"2","2","2","Range(0, 2)","Equals(2)","Equals(2)","Equals(2)","Informational","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'MSS: (DisableIPSourceRouting IPv6) IP source routing protection level (protects against packet spoofing)' per security baseline requirements to enforce organizational security policy.","18.5.2","Not Mapped","WN25-CC-000030","CM-6","Legacy MSS network/kernel hardening '(DisableIPSourceRouting IPv6) IP source routing protection level (protects against packet spoofing)'. Tightens older TCP/IP and DLL-search behaviors (source routing, NetBIOS name release, DLL search order) to the recommended safer values.","Low - Long-standing hardening values; minimal modern compatibility impact."
"KDCHashAlgorithms",,"Configure hash algorithms for certificate logon (KDC)","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","PKINITHashAlgorithmConfigurationEnabled","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Configure hash algorithms for certificate logon (KDC)' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","AC-7, AU-12, IA-5, SC-12","Configures which hash algorithms are accepted for certificate (smart-card / WHfB) logon. Constraining to strong algorithms reduces reliance on weak hashes during certificate-based authentication.","Medium - Algorithm constraints can affect certificate logon; confirm issued certs use accepted hashes."
"KDCHashAlgorithmsSHA1",,"Configure hash algorithms for certificate logon (KDC) - SHA1","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","PKINITSHA1","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Configure hash algorithms for certificate logon (KDC) - SHA1' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","AC-7, AU-12, IA-5, SC-12","Configures which hash algorithms are accepted for certificate (smart-card / WHfB) logon. Constraining to strong algorithms reduces reliance on weak hashes during certificate-based authentication.","Medium - Algorithm constraints can affect certificate logon; confirm issued certs use accepted hashes."
"KDCHashAlgorithmsSHA256",,"Configure hash algorithms for certificate logon (KDC) - SHA256","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","PKINITSHA256","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Configure hash algorithms for certificate logon (KDC) - SHA256' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","AC-7, AU-12, IA-5, SC-12","Configures which hash algorithms are accepted for certificate (smart-card / WHfB) logon. Constraining to strong algorithms reduces reliance on weak hashes during certificate-based authentication.","Medium - Algorithm constraints can affect certificate logon; confirm issued certs use accepted hashes."
"KDCHashAlgorithmsSHA384",,"Configure hash algorithms for certificate logon (KDC) - SHA384","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","PKINITSHA384","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Configure hash algorithms for certificate logon (KDC) - SHA384' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","AC-7, AU-12, IA-5, SC-12","Configures which hash algorithms are accepted for certificate (smart-card / WHfB) logon. Constraining to strong algorithms reduces reliance on weak hashes during certificate-based authentication.","Medium - Algorithm constraints can affect certificate logon; confirm issued certs use accepted hashes."
"KDCHashAlgorithmsSHA512",,"Configure hash algorithms for certificate logon (KDC) - SHA512","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\KDC\Parameters","PKINITSHA512","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Registry","Configures 'Configure hash algorithms for certificate logon (KDC) - SHA512' per security baseline requirements to enforce organizational security policy.","NA","NA","NA","AC-7, AU-12, IA-5, SC-12","Configures which hash algorithms are accepted for certificate (smart-card / WHfB) logon. Constraining to strong algorithms reduces reliance on weak hashes during certificate-based authentication.","Medium - Algorithm constraints can affect certificate logon; confirm issued certs use accepted hashes."
